similarity,sentence1,sentence2
1,Khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì,có những điểm nào khi điều khiển xe ô tô trên đường trơn cần chú ý
0,Khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì,gạch xây nhà được làm bằng gì
0,Khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì,Giỗ tổ Hùng Vương là ngày bao nhiêu 
1,Khi đã đỗ xe ô tô sát lề đường bên phải người lái xe phải thực hiện các thao tác nào dưới đây khi mở của xuống xe để đảm bảo an toàn,hãy cho biết khi đã đỗ xe ô tô sát lề đường bên phải người lái xe phải thực hiện các thao tác nào dưới đây khi mở của xuống xe để đảm bảo an toàn
1,Khi đã đỗ xe ô tô sát lề đường bên phải người lái xe phải thực hiện các thao tác nào dưới đây khi mở của xuống xe để đảm bảo an toàn,Khi đã đỗ xe ô tô sát lề đường bên phải các thao tác nào người lái xe phải thực hiện khi mở của xuống xe để đảm bảo an toàn
0,Khi đã đỗ xe ô tô sát lề đường bên phải người lái xe phải thực hiện các thao tác nào dưới đây khi mở của xuống xe để đảm bảo an toàn,quần thể thao khác quần âu như thế nào 
0,Khi đã đỗ xe ô tô sát lề đường bên phải người lái xe phải thực hiện các thao tác nào dưới đây khi mở của xuống xe để đảm bảo an toàn,ghế gỗ có giống ghế nhựa không 
1,Khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông người lái xe phải xử lý như thế nào,hãy cho biết khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông người lái xe phải xử lý như thế nào
1,Khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông người lái xe phải xử lý như thế nào,Khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông có những thao tác nào người lái xe phải xử lý 
0,Khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông người lái xe phải xử lý như thế nào,tại sao vào mùa đông cây cối lại thay lá
0,Khi lái xe ô tô đường sắt không có rào chắn không có người điều khiển giao thông người lái xe phải xử lý như thế nào,đồ gốm được gia công như thế nào 
1,Khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài người lái xe để cần số ở vị trí nào,hãy cho biết khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài người lái xe để cần số ở vị trí nào
1,Khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài người lái xe để cần số ở vị trí nào,Khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài cần số phải được người lái xe để ở vị trí nào 
0,Khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài người lái xe để cần số ở vị trí nào,các chi tiết máy được sản xuất ở đâu 
0,Khi ô tô có hộp số tự động đi trên đường trên đượt lầy lội hoặc xuống dốc cao và dài người lái xe để cần số ở vị trí nào,viết các chương trình máy tính cần sử dụng những thuật toán nào
1,Khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào,hãy cho biết khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào
1,Khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào,Khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái cần số phải được người lái xe điều chỉnh đến vị trí nào 
0,Khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào,đồng hồ báo thức chạy được nhờ pin gì 
0,Khi động cơ ô tô đã khởi động muốn điều chỉnh ghế của người lái người lái xe phải điều chỉnh cần số ở vị trí nào,rubik có quy luật xoay như thế nào 
1,Khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng,hãy cho biết khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng
1,Khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng,Khi điều khiển ô tô có số tự động chân phải đước người lái xe sử dụng thế nào để thực hiện thao tác 
0,Khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng,gương được làm ra như thế nào 
0,Khi điều khiển ô tô có số tự động người lái xe sử dụng chân như thế nào là đúng,sáp thơm được sản xuất từ đâu
1,Trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù,hãy cho biết trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù
1,Trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù,Trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe khi tầm nhìn bị hạn chế bởi sương mù thì phải làm thế nào 
0,Trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù,tại sao cầu thủ bóng đá khi ra sân lại đi tất cao
0,Trong các trường hợp dưới đây để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù,sơ cứu chấn thương của cầu thủ bóng đá được thực hiện như thế nào 
1,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào,hãy cho biết khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào
1,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe cần phải làm gì để khắc phục vấn đề 
0,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào,có những thể loại sách nào dành cho trẻ em 6 tuổi 
0,Khi đèn pha của xe đi ngược chiều gây chói mắt làm giảm khả năng quan sát trên đường người lái xe xử lý như thế nào,giá bán của 1m dây đèn led là bao nhiêu 
1,Để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào,hãy cho biết để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào
1,Để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào,Để đạt được hiệu quả nhanh cao nhất các kỹ năng nào cần thiết cho người lái xe mô tô phải sử dụng 
0,Để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào,sử dụng loại ống hút nào thì thân thiện với môi trường hơn
0,Để đạt được hiệu quả nhanh cao nhất người lái xe mô tô phải sử dụng các kỹ năng như thế nào,tại sao khi cọ xát đá cuội có thể tạo ra lửa 
1,Khi lái xe ô tô trên mặt đường có nhiều ổ gà người lái xe phải thực hiện thao tác như thế nào,hãy cho biết khi lái xe ô tô trên mặt đường có nhiều ổ gà người lái xe phải thực hiện thao tác như thế nào
